Counter,Location,Experiment,Site,PID,Paired_PID,Species,Treatment,Lat_Deg,Lon_Deg,Date_01,Days_01,Diam_mm_01,Height_cm_01,DBH_01,Canopy_length_cm_01,Canopy_width_cm_01,Ground_cover_percent_01,Notes_01,Dead_01,Use_growth_01,Date_02,Days_02,Diam_mm_02,Height_cm_02,DBH_02,Canopy_length_cm_02,Canopy_width_cm_02,Ground_cover_percent_02,Notes_02,Dead_02,Use_growth_02,foliar_N_mg_g_02,foliar_C_mg_g_02,foliar_15N_AP_02,foliar_d15N_02,foliar_d13C_02,Date_03,Days_03,Diam_mm_03,Height_cm_03,DBH_03,Canopy_length_cm_03,Canopy_width_cm_03,Ground_cover_percent_03,Notes_03,Dead_03,Use_growth_03,foliar_N_mg_g_03,foliar_C_mg_g_03,foliar_15N_AP_03,foliar_d15N_03,foliar_d13C_03,Date_04,Days_04,Diam_mm_04,Height_cm_04,DBH_04,Canopy_length_cm_04,Canopy_width_cm_04,Ground_cover_percent_04,Notes_04,Dead_04,Use_growth_04,foliar_N_mg_g_04,foliar_C_mg_g_04,foliar_15N_AP_04,foliar_d15N_04,foliar_d13C_04,Date_05,Days_05,Diam_mm_05,Height_cm_05,DBH_05,Canopy_length_cm_05,Canopy_width_cm_05,Ground_cover_percent_05,Notes_05,Dead_05,Use_growth_05,Date_06,Days_06,foliar_N_mg_g_06,foliar_C_mg_g_06,foliar_15N_AP_06,foliar_d15N_06,foliar_d13C_06,Notes_06,Date_07,Days_07,Diam_mm_07,Height_cm_07,DBH_07,Canopy_length_cm_07,Canopy_width_cm_07,Ground_cover_percent_07,Notes_07,Dead_07,Use_growth_07,foliar_N_mg_g_07,foliar_C_mg_g_07,foliar_15N_AP_07,foliar_d15N_07,foliar_d13C_07,seedpod_N_mg_g_07,seedpod_C_mg_g_07,seedpod_15N_AP_07,seedpod_d15N_07,seedpod_d13C_07,disk_d15N_07,Date_08,Days_08,Diam_mm_08,Height_cm_08,DBH_08,DBH_stem2_08,DBH_stem3_08,Canopy_length_cm_08,Canopy_width_cm_08,Ground_cover_percent_08,Notes_08,Dead_08,Use_growth_08,foliar_N_mg_g_08,foliar_C_mg_g_08,foliar_15N_AP_08,foliar_d15N_08,foliar_d13C_08,Aboveground_harvest_date_08,Harvest_notes_08,Main_stem_g_dry_08,Twigs_g_dry_08,Leaves_g_dry_08,Secondary_stems_g_dry_08,Thorns_mg_dry_mainstem_08,Thorns_mg_dry_secondarystem_08,Thorns_mg_dry_twigs_08,Aboveground_mass_g_dry_08,Root_g_dry_08,Nodule_drymass_mg_08,Num_soil_cores_for_nodule_sampling_08,Coring_radius_for_nodule_sampling_m_08,Use_allometry_08,Allometry_notes_08,Biomass_g_dry_08,AGB_est_kg_01,AGB_est_kg_02,AGB_est_kg_03,AGB_est_kg_04,AGB_est_kg_05,AGB_est_kg_07,AGB_est_kg_08,BGB_est_kg_01,BGB_est_kg_02,BGB_est_kg_03,BGB_est_kg_04,BGB_est_kg_05,BGB_est_kg_07,BGB_est_kg_08,Biomass_est_kg_01,Biomass_est_kg_02,Biomass_est_kg_03,Biomass_est_kg_04,Biomass_est_kg_05,Biomass_est_kg_07,Biomass_est_kg_08
29,NY,FX,Turtle,29,30,BENI,MN,41.41935,74.02864,8/13/15,0,5.2,32,NA,NA,NA,NA,post-chomp baseline; was 3.90 mm diam and 55.6 cm height on 6/5/2015,0,1,10/19/16,433,23.33,127,NA,NA,NA,NA,,0,1,21.21916515,486.1697897,0.79965,1192.6,-30.8,6/1/17,658,26.11,126,NA,122,95,100,,0,0,NA,NA,NA,NA,NA,10/3/17,782,61.7,198,NA,208,185,100,,0,1,19.79405719,471.9991205,0.81647,1239.1,-28.7,4/20/18,981,61.79,197,NA,158,155,87.5,2 stems: 44.3 and 18.42,0,0,8/21/18,1104,23.81260922,491.5791159,0.56088,534.18,-29.89,,9/13/18,1127,98.96,310,NA,320,340,62.5,"63.97 (stem1), 34.99 (stem2)",0,1,17,384.19,0.56084,534.1,-30.32,NA,NA,NA,NA,NA,500.08,10/4/19,1582,146.92,383,35.61,33.79,NA,324,282,100,"healthy. Diameter initially entered as if there were two measurements of the same stem, but changed because there were two separate stems (see note on NY_FX_Size_Data_2019_10_04.xlsx)",0,1,23.89580176,502.9031294,0.47281,292.15,-28.95,10/18/19,,1656.248017,2514.632288,881.4525434,1339.366997,0,0,0,6391.699846,2302.68,NA,4,1.5,1,,8694.379846,0.000346981,0.06803959,0.08047701,0.66138818,0.65756269,2.657426952,6.330479235,0.000833669,0.046627415,0.05345265,0.324692315,0.322880644,1.177151443,2.712041285,0.001242057,0.0991767,0.115960437,0.845702091,0.840937254,3.432687634,8.603769464
30,NY,FX,Turtle,30,29,ROPS,MN,41.4193,74.02866,6/5/15,0,5.31,33.6,NA,NA,NA,NA,,0,1,10/19/16,502,34.51,271.78,12.91,NA,NA,NA,,0,1,38.2214118,520.9771466,0.70194,922.8,-31.3,6/1/17,727,43.19,270,NA,154,143,100,,0,0,NA,NA,NA,NA,NA,10/3/17,851,75.4,375,NA,180,195,100,,0,1,26.14067774,465.6660592,0.60422,653.5,-29.8,4/20/18,1050,77.31,340,NA,158,149,87.5,,0,0,8/21/18,1173,23.88283903,485.9772424,0.45876,253.58,-29.78,,9/13/18,1196,86.84,450,NA,310,270,37.5,"split at 15cm, 86.84 (base), 65.85 (stem1), 38.73 (stem2)",0,1,32.3,481.59,0.47205,290.1,-29.35,NA,NA,NA,NA,NA,NA,10/4/19,1582,95.31268016,433,33.18,28.74,NA,195,212,100,"no leaves, so no green height etc.",0.5,0,NA,NA,NA,NA,NA,10/18/19,No leaves,2030.28857,1557.525778,0,1655.158345,450,NA,10236.77804,5692.972694,1371.97,55.223,4,1.5,0.1,,7064.942694,0.00075564,0.58170135,0.962636683,4.981586425,4.716764895,8.459755626,10.00981761,0.000205652,0.12484949,0.269166921,1.813864698,1.976082423,2.942158416,4.046727705,0.00071567,0.681414067,1.145961288,6.250395809,5.907794103,10.79576136,12.84276435
31,NY,FX,Turtle,31,32,BENI,PHN,41.4192,74.02869,6/5/15,0,2.91,37.7,NA,NA,NA,NA,,0,1,10/19/16,502,12.22,77.47,NA,NA,NA,NA,,0,1,25.83479685,482.7453353,1.30394,2593.5,-28.4,6/1/17,727,13.34,88,NA,70,64,100,,0,0,NA,NA,NA,NA,NA,10/3/17,851,21.2,123,NA,100,73,100,,0,1,15.95848702,453.8121411,1.05091,1888.8,-29.1,4/20/18,1050,23.55,116,NA,82,74,87.5,,0,0,8/21/18,1173,19.49020769,486.0541417,0.65673,798.11,-30.61,,9/13/18,1196,39.9,197,NA,170,165,62.5,vines growing over tree,0,1,19.7,466.46,0.67834,857.7,-30.1,NA,NA,NA,NA,NA,447.63,10/4/19,1582,41.77983964,197,NA,NA,NA,141,146,100,"very few leaves, none at top; green height = 111 cm, length = 64 cm, width = 68 cm",0.5,0,29.58976189,466.4085507,0.55681,523,-31.5,10/18/19,,237.6947945,261.0216993,3.815006641,66.20076152,0,0,0,568.732262,123.16,NA,3,1,0.3,,691.892262,0.000236943,0.013327311,0.019693805,0.078469128,0.083855529,0.480475463,0.515497692,0.000494846,0.009548273,0.012949948,0.039194285,0.04126747,0.18144929,0.192797217,0.001000051,0.02612452,0.036282675,0.12187362,0.130289058,0.651028624,0.697491551
32,NY,FX,Turtle,32,31,ROPS,PHN,41.41915,74.02872,6/5/15,0,3.28,29.9,NA,NA,NA,NA,,0,1,10/19/16,502,28.07,266.7,17.74,NA,NA,NA,,0,1,32.12334532,493.0357198,1.23469,2400.3,-32.8,6/1/17,727,47.93,280,NA,171,149,100,,0,0,NA,NA,NA,NA,NA,10/3/17,851,72.8,390,NA,275,282,95,,0,1,43.18460297,450.9953009,0.54112,479.8,-28.9,4/20/18,1050,82.1,400,NA,235,228,87.5,,0,0,8/21/18,1173,25.67442364,479.9224465,0.46943,282.85189,-30.03193,,9/13/18,1196,95.42,500,NA,330,340,37.5,,0,1,27.3,488.68,0.47499,298.1,-29.71,NA,NA,NA,NA,NA,NA,10/4/19,1582,100.2313244,465,58.22,NA,NA,214,190,100,"no leaves, so no green height etc.",0.5,0,NA,NA,NA,NA,NA,10/18/19,No leaves,3171.519969,1736.834143,0,2130.798982,1650,NA,10558.26227,8689.153095,1155.37,9.892,5,2,0.1,,9844.523095,0.003357309,1.099245066,2.986648406,8.4745323,10.74571294,17.15909172,17.55944025,0.003245813,0.337861839,1.075275454,2.656395855,3.445610679,4.770360472,5.306128311,0.007189015,1.65575892,4.233686175,11.2755506,14.09267509,21.87287558,22.35186818
33,NY,FX,Turtle,33,34,BENI,LN,41.41905,74.02879,6/5/15,0,4.69,57.9,NA,NA,NA,NA,,0,1,10/19/16,502,28.42,165.1,3.64,NA,NA,NA,,0,1,14.21,514.86,0.5,374.53,-32.17,6/1/17,727,29.5,165,NA,117,93,100,,0,0,NA,NA,NA,NA,NA,10/3/17,851,58.35,246,NA,160,167,100,a few leaf galls,0.5,1,13.15064088,446.845771,0.50673,385.3,-31.3,4/20/18,1050,52.33,238,NA,135,152,87.5,a few leaf galls,0.5,0,8/21/18,1173,10.5213692,475.4188652,0.48741,332.23,-30.73,,9/13/18,1196,67.36,330,NA,245,280,62.5,a few leaf galls last time,0,1,15.2,484.83,0.48012,312.2,-29.9,NA,NA,NA,NA,NA,337.45,10/4/19,1582,76.31,353,43.06,21.13,NA,207,235,100,healthy; not harvesting,0,1,22.4280107,491.7489273,0.42621,164.23,-31.2,NA,Not harvesting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.5,0,,NA,0.001713213,0.256168933,0.271260988,1.490451231,1.201928649,2.924101402,3.876849286,0.001754671,0.089272049,0.093684682,0.416350943,0.343426053,0.778052403,1.013524685,0.004652191,0.349361779,0.369082261,1.901096982,1.534547814,3.713160459,4.967493678
34,NY,FX,Turtle,34,33,ROPS,LN,41.41901,74.0288,6/5/15,0,3.97,32.8,NA,NA,NA,NA,,0,1,10/19/16,502,33.37,248.92,15.85,NA,NA,NA,,0,1,31.97,479.12,0.40409,103.6,-31.7,6/1/17,727,37.34,263,NA,175,147,100,,0,0,NA,NA,NA,NA,NA,10/3/17,851,74.45,430,NA,360,295,100,,0,1,33.15524739,461.811574,0.38303,45.8,-29.2,4/20/18,1050,76.62,419,NA,258,224,87.5,,0,0,8/21/18,1173,25.74498291,480.3682808,0.37436,22.07,-28.2,,9/13/18,1196,103.58,580,NA,340,340,62.5,,0,1,24,481.55,0.37174,14.9,-29.28,NA,NA,NA,NA,NA,NA,10/4/19,1582,90.76412617,532,44.58,40,NA,208,246,100,no leaves; not harvesting; no green height etc.,0.5,0,NA,NA,NA,NA,NA,NA,Not harvesting,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.065,4,1.5,0,,NA,1.98E-05,0.207170452,0.312858676,4.929055696,5.163508492,20.26261729,12.09043867,0.000643581,0.360203736,0.503086662,3.911710395,4.260410993,10.43772563,7.048854456,3.02E-05,0.320261024,0.483929408,7.654558265,8.019186905,31.53081154,18.80005221
35,NY,FX,Turtle,35,36,BENI,PHN,41.4193,74.02884,6/5/15,0,3.99,58,NA,NA,NA,NA,,0,0,10/19/16,502,NA,NA,NA,NA,NA,NA,Not fertilized in 2016,0,0,NA,NA,NA,NA,NA,6/1/17,727,NA,NA,NA,NA,NA,100,Not fertilized in 2016; Robinia dead,0,0,NA,NA,NA,NA,NA,10/3/17,851,NA,NA,NA,NA,NA,NA,Not fertilized in 2016; Robinia dead,0,0,12.05968432,467.906481,0.4248,160.4,-30.6,4/20/18,1050,36.54,135,NA,128,118,87.5,Not fertilized; Not fertilized in 2016; Robinia dead,0,0,8/21/18,1173,25.30341555,492.0786785,0.41668,138.11,-31.21,,9/13/18,1196,48.06,270,NA,150,120,62.5,Not fertilized in 2016 or since; Robinia dead,0,0,17.9,481.85,0.40557,107.6,-31.13,NA,NA,NA,NA,NA,NA,10/4/19,1582,51.1266144,277,16.61,NA,NA,102,93,100,healthy,0,0,14.14805779,476.8395545,0.39883,89.16,-31.67,10/18/19,,570.7401334,353.6403887,206.8746183,98.70241692,0,0,0,1229.957557,546.39,NA,4,1.5,1,,1776.347557,0.0010614,NA,NA,NA,0.221898114,1.0689337,1.220050137,0.001421697,NA,NA,NA,0.092209773,0.370209794,0.417201225,0.003123935,NA,NA,NA,0.318043193,1.400818154,1.598832303
36,NY,FX,Turtle,36,35,ROPS,PHN,41.41935,74.0288,6/5/15,0,4.04,31.1,NA,NA,NA,NA,dead,1,0,10/19/16,502,NA,NA,NA,NA,NA,NA,dead,1,0,NA,NA,NA,NA,NA,6/1/17,727,NA,NA,NA,NA,NA,100,dead,1,0,NA,NA,NA,NA,NA,10/3/17,851,NA,NA,NA,NA,NA,NA,dead,1,0,NA,NA,NA,NA,NA,4/20/18,1050,NA,NA,NA,NA,NA,NA,dead,1,0,8/21/18,1173,NA,NA,NA,NA,NA,,9/13/18,1196,NA,NA,NA,NA,NA,NA,dead,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/4/19,1582,NA,NA,NA,NA,NA,NA,NA,100,gone,1,0,NA,NA,NA,NA,NA,NA,gone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,NA,0.005046437,NA,NA,NA,NA,NA,NA,0.005095179,NA,NA,NA,NA,NA,NA,0.010541728,NA,NA,NA,NA,NA,NA
37,NY,FX,Turtle,37,38,BENI,LN,41.41944,74.02871,6/5/15,0,4,58.8,NA,NA,NA,NA,,0,1,10/19/16,502,23.85,135.89,1.86,NA,NA,NA,,0,1,11.92,471.8,0.51323,403.2,-31,6/1/17,727,27.64,150,NA,112,105,100,,0,0,NA,NA,NA,NA,NA,10/3/17,851,51.15,235,NA,147,165,100,,0,1,17.10232663,462.9542268,0.526,438.3,-26.9,4/20/18,1050,39.1,227,NA,124,131,87.5,,0,0,8/21/18,1173,18.78394016,468.1839678,0.59125,617.75,-30.5,,9/13/18,1196,62.725,300,NA,240,225,62.5,"split at base, 75 (dir1), 50.45 (dir2)",0,1,23.2,466.65,0.50847,390.1,-29.82,NA,NA,NA,NA,NA,526.59,10/4/19,1582,67.78678927,373,28.06,18.89,NA,205,245,100,healthy; not harvesting,0,1,19.51136667,488.8881233,0.47696,303.54,-28.99,NA,Not harvesting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.5,0,,NA,0.001335962,0.137934467,0.207500606,1.138075018,0.718976814,2.2715033,3.574950608,0.001455696,0.053072975,0.074637373,0.327042235,0.218043709,0.614849205,0.94099088,0.003754313,0.198819596,0.288893499,1.454206734,0.921842048,2.879712435,4.530452216
38,NY,FX,Turtle,38,37,ROPS,LN,41.41949,74.0287,6/5/15,0,9.49,55,NA,NA,NA,NA,,0,1,10/19/16,502,30.72,213.36,12.68,NA,NA,NA,,0,1,34.96,524.94,0.4586,253.1,-30.8,6/1/17,727,35.48,230,NA,210,135,100,,0,0,NA,NA,NA,NA,NA,10/3/17,851,67.5,368,NA,283,234,100,lots of dead small branch ends,0.5,1,37.04816704,456.1432159,0.37875,34.1,-28.4,4/20/18,1050,67.9,360,NA,182,209,87.5,lots of dead small branch ends,0.5,0,8/21/18,1173,19.27050576,469.7808494,0.37903,34.87,-29.29,,9/13/18,1196,90.125,463,NA,360,340,87.5,"split at 15cm, 90.54 (base; dir1), 89.71 (base; dir2), 55.04 (stem1), 54.51 (stem2); lots of dead small branch ends",0.5,1,34.3,482.66,0.39504,78.8,-29.72,20.7,453.42,0.37256,17.1,-28.61,NA,10/4/19,1582,95.5102115,435,31.04,29.43,NA,212,213,100,no leaves; multiple stems at bh; not harvesting; no green height etc.,0.5,0,NA,NA,NA,NA,NA,NA,Not harvesting,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.775,4,1.5,0,,NA,0.000551638,0.129373908,0.220903055,2.936091792,2.892468838,9.650103535,10.44429339,0.008580023,0.28167229,0.432203992,2.923272868,2.975061099,6.902352959,8.201791583,0.000845526,0.199861345,0.341521536,4.55619561,4.488405324,15.00058226,16.23695618
39,NY,FX,Turtle,39,40,BENI,HN,41.41943,74.02922,6/5/15,0,3.98,50.6,NA,NA,NA,NA,,0,0,10/19/16,502,NA,NA,NA,NA,NA,NA,,1,0,NA,NA,NA,NA,NA,6/1/17,727,NA,NA,NA,NA,NA,100,dead,1,0,NA,NA,NA,NA,NA,10/3/17,851,NA,NA,NA,NA,NA,NA,dead,1,0,NA,NA,NA,NA,NA,4/20/18,1050,NA,NA,NA,NA,NA,NA,dead,1,0,8/21/18,1173,NA,NA,NA,NA,NA,,9/13/18,1196,NA,NA,NA,NA,NA,NA,dead,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/4/19,1582,NA,NA,NA,NA,NA,NA,NA,100,gone,1,0,NA,NA,NA,NA,NA,NA,gone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,NA,0.000791818,NA,NA,NA,NA,NA,NA,0.001157124,NA,NA,NA,NA,NA,NA,0.002483941,NA,NA,NA,NA,NA,NA
40,NY,FX,Turtle,40,39,ROPS,HN,41.41944,74.02915,6/5/15,0,7.07,35.7,NA,NA,NA,NA,listed as dead on 8/13/2015 but fine on 10/19/2016,0.5,0,10/19/16,502,29.95,200.66,6.05,NA,NA,NA,,0,0,34.03,495.94,0.7627,1090.5,-31.5,6/1/17,727,29.95,183,NA,105,103,100,"Little living foliage/questionable, discussed as scraggly but going to continue fertilizing as of 6/12/17; was fine previously",0.5,0,NA,NA,NA,NA,NA,10/3/17,851,NA,NA,NA,NA,NA,NA,"Dead; Previously, Little living foliage/questionable, discussed as scraggly but going to continue fertilizing as of 6/12/17; was fine previously",1,0,29.69085091,475.5820858,0.6279,718.7,-26.7,4/20/18,1050,38.95,194,NA,118,99,87.5,"Fine, but marked dead last time; Previously, Little living foliage/questionable, discussed as scraggly but going to continue fertilizing as of 6/12/17; was fine previously",0.5,0,8/21/18,1173,NA,NA,NA,NA,NA,,9/13/18,1196,35,187,NA,75,90,87.5,"Dead last time and this time; Previously, Little living foliage/questionable, discussed as scraggly but going to continue fertilizing as of 6/12/17; was fine previously",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/4/19,1582,NA,NA,NA,NA,NA,NA,NA,100,gone,1,0,NA,NA,NA,NA,NA,NA,gone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,NA,0.001855355,0.295771322,0.267286596,NA,0.507814022,0.385539041,NA,0.003942688,0.19084256,0.19084256,NA,0.386657032,0.290087349,NA,0.003623918,0.473578807,0.42967182,NA,0.796051724,0.61093275,NA
41,NY,FX,Turtle,41,42,BENI,MN,41.41938,74.02952,6/5/15,0,2.85,58.5,NA,NA,NA,NA,,0,0,10/19/16,502,NA,NA,NA,NA,NA,NA,,1,0,NA,NA,NA,NA,NA,6/1/17,727,NA,NA,NA,NA,NA,100,,1,0,NA,NA,NA,NA,NA,10/3/17,851,NA,NA,NA,NA,NA,NA,,1,0,NA,NA,NA,NA,NA,4/20/18,1050,NA,NA,NA,NA,NA,NA,dead,1,0,8/21/18,1173,NA,NA,NA,NA,NA,,9/13/18,1196,NA,NA,NA,NA,NA,NA,dead,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/4/19,1582,NA,NA,NA,NA,NA,NA,NA,100,gone,1,0,NA,NA,NA,NA,NA,NA,gone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,NA,0.000418429,NA,NA,NA,NA,NA,NA,0.000924254,NA,NA,NA,NA,NA,NA,0.001283499,NA,NA,NA,NA,NA,NA
42,NY,FX,Turtle,42,41,ROPS,MN,41.41942,74.02952,6/5/15,0,5.18,36.4,NA,NA,NA,NA,,0,0,10/19/16,502,25.04,182.88,6.52,NA,NA,NA,,0,0,30.79,493.53,0.64281,759.8,-32.2,6/1/17,727,27.1,176,NA,84,79,100,little foliage/questionable,0.5,0,NA,NA,NA,NA,NA,10/3/17,851,NA,NA,NA,NA,NA,NA,Dead; previously little foliage/questionable,1,0,NA,NA,NA,NA,NA,4/20/18,1050,22.53,152,NA,103,82,87.5,Previously marked dead; previously little foliage/questionable,0.5,0,8/21/18,1173,NA,NA,NA,NA,NA,,9/13/18,1196,NA,NA,NA,NA,NA,NA,Dead last time and this time; previously little foliage/questionable,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/4/19,1582,NA,NA,NA,NA,NA,NA,NA,100,gone,1,0,NA,NA,NA,NA,NA,NA,gone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,NA,0.00078233,0.178348891,0.204423205,NA,0.11356397,NA,NA,0.000188919,0.041627283,0.054568652,NA,0.028993821,NA,NA,0.000741771,0.201168877,0.231587883,NA,0.126258743,NA,NA
43,NY,FX,Turtle,43,44,BENI,LN,41.41889,74.01097,6/9/15,0,5,55.9,NA,NA,NA,NA,,0,1,10/19/16,498,7.59,60.96,NA,NA,NA,NA,,0,1,21.55,498.15,0.63552,739.7,-29.6,6/1/17,723,8.31,66,NA,54,12,100,,0,0,NA,NA,NA,NA,NA,10/3/17,847,12.3,93,NA,53,34,65,,0,1,19.11480001,455.998474,0.83018,1277,-31.8,4/20/18,1046,12.06,89,NA,37,45,62.5,,0,0,8/21/18,1169,20.87975968,471.9541861,0.58447,599.10185,-30.7587,,9/13/18,1192,14.85,106,NA,105,55,12.5,,0,1,23,431.92,0.57034,560.2,-32.44,NA,NA,NA,NA,NA,NA,10/4/19,1582,16.14,110,NA,NA,NA,52,40,100,"scraggly; green height = 105 cm, length = 41 cm, width = 25 cm",0.5,1,29.69173338,442.3908255,0.46218,262.97,-32.38,10/18/19,,25.35811321,21.65649635,0.974890511,0,0,0,0,47.98950007,27.89,NA,3,1,0.3,,75.87950007,0.001783347,0.004448876,0.006105867,0.023221925,0.020661662,0.040643292,0.049936883,0.001812014,0.003571756,0.004528503,0.012631205,0.011529936,0.019661044,0.023182246,0.004849131,0.010358998,0.013415998,0.041024159,0.037212527,0.066598131,0.079894958
44,NY,FX,Turtle,44,43,ROPS,LN,41.41893,74.011,6/9/15,0,4.6,41.6,NA,NA,NA,NA,,0,1,10/19/16,498,20.8,162.56,5.19,NA,NA,NA,,0,1,32.5,500.69,0.41377,130.1,-29.9,6/1/17,723,23.57,82,NA,119,101,100,,0,0,NA,NA,NA,NA,NA,10/3/17,847,31.9,238,NA,220,202,50,,0,1,36.77332376,445.9445989,0.41809,142,-27.9,4/20/18,1046,32.53,234,NA,175,125,87.5,,0,0,8/21/18,1169,36.54352054,481.5711215,0.38864,61.21,-29.96,,9/13/18,1192,33.52,200,NA,115,80,87.5,"dead with some live parts; live parts are 117 cm height, 110 cm length, 30 cm width",0.5,0,36.2,474.86,0.38544,52.5,-31.06,NA,NA,NA,NA,NA,NA,10/4/19,1582,33.34,133,13.39,NA,NA,110,84,100,very little foliage; green height = 114 cm,0.5,0,31.05092596,461.8509902,0.38015,37.95,-32.19,10/18/19,Few leaves,216.1695489,76.03138112,0.761433566,15.36,NA,NA,184.5401434,308.3223636,196.66,12.446,3,1,0.1,,504.9823636,4.33E-05,0.027475458,0.014491752,0.169819625,0.175455405,0.15208435,0.082074189,0.000997065,0.088386842,0.128163408,0.315062417,0.333918265,0.365037407,0.359242127,6.61E-05,0.042350547,0.022316973,0.262445991,0.271168486,0.234999901,0.126708102
45,NY,FX,Turtle,45,46,BENI,LN,41.41887,74.0113,6/9/15,0,5.65,52.7,NA,NA,NA,NA,,0,1,10/19/16,498,9.53,88.9,NA,NA,NA,NA,,0,1,16.17208355,477.0144095,0.732554996,1007.237769,-33.05870666,6/1/17,723,31.04,230,NA,230,205,100,,0,0,NA,NA,NA,NA,NA,10/3/17,847,11.5,99,NA,58,52,30,,0,1,14.47896434,445.383409,0.65473,792.6,-31.9,4/20/18,1046,13.73,93,NA,44,38,87.5,,0,0,8/21/18,1169,15.33237567,482.0250553,0.69808,912.11,-32.51,,9/13/18,1192,18.27,118,NA,135,137,37.5,,0,1,12.3,467.44,0.70053,918.9,-32.59,NA,NA,NA,NA,NA,NA,10/4/19,1582,20.75,65,NA,NA,NA,38,54,100,"no leaves, broken and leaning; no green height etc.",0.5,0,NA,NA,NA,NA,NA,10/10/19,"No leaves or twigs or secondary, just a lonely, decrepit main stem",49.83705521,0,0,0,0,0,0,49.83705521,42.82,NA,3,1,0.1,,92.65705521,0.001962772,0.013867236,0.520117134,0.02338658,0.027921253,0.069579857,0.029274874,0.001950291,0.008440415,0.164022596,0.012684217,0.014601055,0.030293601,0.014783592,0.005315445,0.026110663,0.665817409,0.040860922,0.048368625,0.107225447,0.051577333
46,NY,FX,Turtle,46,45,ROPS,LN,41.41889,74.01126,6/9/15,0,4.17,50.5,NA,NA,NA,NA,,0,1,10/19/16,498,14.43,190.5,7.54,NA,NA,NA,,0,1,27.49,508.41,0.41878,143.9,-31.3,6/1/17,723,22.49,149,NA,93,82,100,,0,0,NA,NA,NA,NA,NA,10/3/17,847,26.8,335,NA,191,140,80,major deer damage,0.5,1,34.847694,456.8642542,0.37988,37.2,-29.5,4/20/18,1046,29.41,311,NA,125,130,87.5,major deer damage,0.5,0,8/21/18,1169,48.97958258,480.8380903,0.38128,41.04,-29.79,,9/13/18,1192,30.15,310,NA,130,105,87.5,"dead with some live parts; major deer damage; live parts are 74 cm height, 152 cm length, 55 cm width",0.5,0,37.2,477.44,0.38393,48.3,-32.2,NA,NA,NA,NA,NA,NA,10/4/19,1582,25.5,169,NA,NA,NA,21,16,100,"no leaves, broken and leaning; no green height etc.",0.5,0,NA,NA,NA,NA,NA,10/10/19,"No leaves or twigs or secondary, just a lonely, decrepit main stem",223.0492053,0,0,0,0,0,0,223.0492053,140.89,NA,NA,1,0.1,,363.9392053,4.31E-05,0.011819087,0.030420922,0.168189426,0.1982195,0.212266164,0.053022142,0.000744809,0.029813954,0.11148618,0.187731079,0.247452995,0.266421331,0.161939879,6.59E-05,0.018195793,0.046897541,0.25992301,0.306404441,0.328149863,0.08180542
47,NY,FX,Ski,47,48,BENI,MN,41.41897,74.01117,6/9/15,0,3.02,47.1,NA,NA,NA,NA,,0,1,10/19/16,498,19.95,140.97,1.35,NA,NA,NA,,0,1,32.21294039,503.7718638,1.012473315,1782.093451,-31.41384826,6/1/17,723,11.75,96,NA,62,44,100,,0,0,NA,NA,NA,NA,NA,10/3/17,847,35.35,249,NA,202,190,90,,0,1,23.03112263,463.7802607,0.93971,1580.2,-29.9,4/20/18,1046,39.82,277,NA,188,186,87.5,,0,0,8/21/18,1169,28.17566221,485.7349809,0.55678,522.91,-30.36,,9/13/18,1192,65.8,410,NA,340,335,12.5,,0,1,24.8,492.96,0.55655,522.3,-31.53,NA,NA,NA,NA,NA,733.15,10/4/19,1582,85.71982968,430,59.58,NA,NA,335,350,100,healthy; not harvesting,0,1,26.53678234,492.6935141,0.4554,244.34,-29.82,NA,Not harvesting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.5,0,,NA,0.000289102,0.063817064,0.013169844,0.41660869,0.593936494,2.292849053,3.554969812,0.000723125,0.044294878,0.012466181,0.219017717,0.30013538,1.041198757,1.583361862,0.001001037,0.092202228,0.023033612,0.523573655,0.737913168,2.871306317,4.592641459
